
45,86,13,1
46,99,29,1
47,99,29,1
48,94,36,1
49,99,38,1
50,109,39,1
51,92,12,1
52,92,13,1
53,90,12,1
54,90,13,1
55,88,12,1
56,89,12,1
57,91,13,1
58,93,13,1
59,89,12,1
60,88,13,1
61,95,12,1
62,98,14,1
63,98,14,1
64,98,14,1
65,97,15,1
66,97,15,1
67,98,15,1
68,104,42,1
69,102,33,1
70,103,40,1
71,107,44,1
72,108,39,1
73,105,35,1
74,100,31,1
75,104,36,1
76,110,43,1
77,109,41,1
78,98,14,1
79,99,14,1
80,99,14,1
81,96,12,1
82,102,32,1
83,105,35,1
84,103,32,1
85,100,31,1
86,103,32,1
87,99,14,1
88,101,30,1
89,100,28,1
90,98,14,1
91,99,14,1
92,96,13,1
93,97,15,1
94,105,37,1
95,114,52,1
96,108,39,1
97,98,15,1
98,98,14,1
99,96,14,1
100,100,3,1
101,104,32,1
102,108,39,1
103,109,38,1
104,116,47,1
105,118,54,1
106,120,58,1
107,108,39,1
108,108,39,1
109,105,35,1
110,103,32,1
111,100,29,1
112,99,15,1
113,109,39,1
114,105,36,1
115,106,36,1
116,107,37,1
117,99,28,1
118,103,32,1
119,111,43,1
120,107,38,1
121,108,38,1
122,103,32,1
123,101,30,1
124,100,38,1
125,103,33,1
126,101,30,1
127,98,14,1
128,97,15,1
129,100,30,1
130,100,30,1
131,99,15,1
132,100,29,1
133,99,13,1
134,99,12,1
135,97,10,1
136,99,12,1
137,98,12,1
138,103,13,1
139,97,10,1
140,93,10,2
141,102,13,2
142,111,12,2
143,107,12,2
144,104,12,2
145,105,11,2
146,102,13,2
147,104,13,2
148,108,13,2
149,99,10,2
150,91,11,2
151,98,10,2
152,96,10,2
153,100,12,2
154,98,10,2
155,98,13,2
156,100,13,2
157,99,13,2
158,95,10,2
159,92,10,2
160,94,11,2
161,94,10,2
162,93,10,2
163,92,10,2
164,94,10,2
165,100,13,2
166,100,12,2
167,90,10,2
168,88,10,2
169,93,10,2
170,94,10,2
171,96,11,2
172,92,10,2
173,97,11,2
174,98,10,2
175,97,11,2
176,96,10,2
177,94,10,2
178,93,11,2
179,95,11,2
180,102,13,2
181,99,12,2
182,96,11,2
183,101,12,2
184,91,11,2
185,94,11,2
186,94,11,2
187,96,10,2
188,96,10,2
189,95,11,2
190,101,12,2
191,100,12,2
192,99,13,2
193,101,13,2
194,99,12,2
195,94,10,2
196,95,10,2
197,100,12,2
198,101,12,2
199,97,10,2
200,94,11,2
201,93,10,2
202,94,11,2
203,95,10,2
204,94,11,2
205,96,10,2
206,97,11,2
207,92,10,2
208,92,10,2
209,95,11,2
210,94,10,2
211,100,32,2
212,105,28,2
213,107,32,2
214,127,33,2
215,128,33,2
216,120,13,2
217,110,13,2
218,108,13,2
219,99,13,2
220,91,10,2
221,91,10,2
222,100,13,2
223,106,13,2
224,101,12,2
225,102,13,2
226,107,13,2
227,97,11,2
228,97,11,2
229,105,13,2
230,103,13,2
231,95,10,2
232,99,13,2
233,103,13,2
234,90,10,2
235,90,10,2
236,92,10,2
237,91,10,2
238,88,10,2
239,90,10,2
240,92,11,2
241,95,10,2
242,94,10,2
243,87,10,2
244,91,11,2
245,93,10,2
246,91,10,2
247,94,10,2
248,99,12,2
249,100,13,2
250,103,12,2
251,100,12,2
252,101,13,2
253,101,13,2
254,104,13,2
255,105,13,2
256,101,13,2
257,100,12,2
258,100,13,2
259,101,13,2
260,96,10,2
261,95,11,2
262,93,11,2
263,87,10,2
264,88,10,2
265,91,11,2
266,93,11,2
267,99,12,2
268,101,13,2
269,109,13,2
270,116,13,2
271,107,13,2
272,110,30,2
273,110,13,2
274,114,30,2
275,113,30,2
276,107,13,2
277,101,12,2
278,90,11,2
279,95,10,2
280,99,13,2
281,101,13,2
282,101,12,2
283,102,13,2
284,105,12,2
285,100,12,2
286,93,10,2
287,93,11,2
288,98,11,2
289,97,10,2
290,98,11,2
291,96,10,2
292,100,13,2
293,102,12,2
294,100,13,2
295,98,11,2
296,95,10,2
297,96,10,2
298,95,11,2
299,94,10,2
300,99,13,2
301,99,13,2
302,95,10,2
303,95,10,2
304,99,26,2
305,100,13,2
306,103,13,2
307,104,26,2
308,105,11,2
